a_true,algorithm,algorithm_key,amplification_factor_max,ci_high,ci_low,coverage,extrapolated_replay_ks_json,final_abs_error,final_estimate,final_normalized_abs_error,final_queries,k_max,n_extrapolated_replay_ks,objective_ry_offset,repetition,run_kind,runtime_wall_seconds
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3603216720757137,0.3583532381080388,1.0,[],0.0009353502385366363,0.35933745509187626,0.0025962277049437835,115712.0,11,0,0.3,0,hardware_replay,2.729015399934724
0.3602728053304129,BIQAE,biqae,77,0.3610931528689904,0.359101274462684,1.0,[],0.00017559166457570274,0.3600972136658372,0.00048738528686522527,22528.0,38,0,0.3,0,hardware_replay,0.5371807001065463
0.3602728053304129,BAE,bae,57,0.36081906629096244,0.35937765371463243,1.0,[],0.00017444532761545783,0.36009836000279744,0.0004842034287197192,268288.0,28,0,0.3,0,hardware_replay,35.94907959992997
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3606644862244338,0.35871372550640623,1.0,[],0.0005836994649928706,0.35968910586542,0.0016201596577836315,115456.0,11,0,0.3,1,hardware_replay,3.0922916000708938
0.3602728053304129,BIQAE,biqae,231,0.3660875718001553,0.36542088260318434,0.0,[115],0.005481421871256942,0.36575422720166983,0.015214642321475883,66560.0,115,1,0.3,1,hardware_replay,1.7358989999629557
0.3602728053304129,BAE,bae,55,0.36142206615759076,0.360153145458465,1.0,[],0.000514800477614985,0.3607876058080279,0.0014289185028629955,269056.0,27,0,0.3,1,hardware_replay,37.5703829000704
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3606909430544788,0.3587383327545224,1.0,[],0.0005581674259123037,0.3597146379045006,0.0015492910307243369,109824.0,11,0,0.3,2,hardware_replay,2.631452300120145
0.3602728053304129,BIQAE,biqae,235,0.36816711174923566,0.3675105600563925,0.0,[117],0.007566030572401183,0.3678388359028141,0.021000837311220967,67584.0,117,1,0.3,2,hardware_replay,1.8774407000746578
0.3602728053304129,BAE,bae,55,0.36048344607852073,0.35995018154334096,1.0,[],5.599151948204595e-05,0.36021681381093085,0.0001554142268126374,269824.0,27,0,0.3,2,hardware_replay,36.624483599793166
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3618471847402442,0.3600741550908148,1.0,[],0.0006878645851166043,0.3609606699155295,0.0019092881142825945,97792.0,11,0,0.3,3,hardware_replay,2.4177790000103414
0.3602728053304129,BIQAE,biqae,245,0.3674787717801405,0.36684928001509454,0.0,[122],0.006891220567204648,0.36716402589761754,0.019127784460124825,70144.0,122,1,0.3,3,hardware_replay,1.709588199853897
0.3602728053304129,BAE,bae,55,0.36114844591148637,0.3597696039884222,1.0,[],0.00018621961954140565,0.3604590249499543,0.000516885029306112,262144.0,27,0,0.3,3,hardware_replay,35.76851369999349
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3605077065207434,0.3585362661723601,1.0,[],0.0007508189838611457,0.35952198634655175,0.0020840290267608616,121088.0,11,0,0.3,4,hardware_replay,2.843658500118181
0.3602728053304129,BIQAE,biqae,83,0.3523093451015138,0.35046978700240394,0.0,[41],0.008883239278454025,0.35138956605195887,0.02465697978593483,23808.0,41,1,0.3,4,hardware_replay,0.5597391000483185
0.3602728053304129,BAE,bae,55,0.36151036459576263,0.3600957591233575,1.0,[],0.0005302565291471772,0.36080306185956007,0.001471819469307069,273408.0,27,0,0.3,4,hardware_replay,39.055935700191185
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36102807644348917,0.35908716135210156,1.0,[],0.00021518643261753123,0.36005761889779536,0.0005972874705882387,115712.0,11,0,0.3,5,hardware_replay,2.7331522000022233
0.3602728053304129,BIQAE,biqae,203,0.355557014275579,0.3548027674576579,0.0,[101],0.005092914463794451,0.35517989086661844,0.014136272259360916,58368.0,101,1,0.3,5,hardware_replay,1.519495700020343
0.3602728053304129,BAE,bae,55,0.3617382713367355,0.36036667292681096,0.0,[],0.0007796668013603236,0.3610524721317732,0.002164101175067257,270080.0,27,0,0.3,5,hardware_replay,36.143921700073406
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.36136878047663135,0.3594109877062051,1.0,[],0.00011707876100536252,0.36038988409141826,0.0003249725188055407,88832.0,16,0,0.3,6,hardware_replay,2.047674600034952
0.3602728053304129,BIQAE,biqae,195,0.36542139221075604,0.3646327518689879,0.0,[97],0.004754266709459054,0.36502707203987195,0.0131962963596401,56832.0,97,1,0.3,6,hardware_replay,1.4154286000411958
0.3602728053304129,BAE,bae,45,0.36139930033681483,0.36001712559361215,1.0,[],0.00043540763480059974,0.3607082129652135,0.0012085498221307027,269056.0,22,0,0.3,6,hardware_replay,36.84868919989094
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3598656476519734,0.3579616695350363,0.0,[],0.0013591467369080679,0.3589136585935048,0.0037725487930224686,100096.0,11,0,0.3,7,hardware_replay,2.3759771999903023
0.3602728053304129,BIQAE,biqae,213,0.36910719099975364,0.3683833194431765,0.0,[106],0.00847244989105217,0.36874525522146506,0.023516762202692287,61952.0,106,1,0.3,7,hardware_replay,1.5299476999789476
0.3602728053304129,BAE,bae,55,0.36185521495796374,0.360530130241612,0.0,[],0.0009198672693749854,0.3611926725997879,0.00255325202392492,269568.0,27,0,0.3,7,hardware_replay,44.30887300008908
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3606117390684658,0.3586686531959113,1.0,[],0.000632609198224332,0.35964019613218856,0.0017559171518487342,118016.0,11,0,0.3,8,hardware_replay,2.7833966999314725
0.3602728053304129,BIQAE,biqae,201,0.36136144662751146,0.36059754264687865,0.0,[100],0.0007066893067821378,0.36097949463719503,0.0019615394121519107,58368.0,100,1,0.3,8,hardware_replay,1.4595009998884052
0.3602728053304129,BAE,bae,45,0.3608673262989875,0.3595452510880606,1.0,[],6.651663688883591e-05,0.36020628869352406,0.0001846285256746822,270848.0,22,0,0.3,8,hardware_replay,45.50999689986929
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.3609730966398015,0.35909516565718547,1.0,[],0.00023867418191941825,0.3600341311484935,0.000662481814858398,97280.0,16,0,0.3,9,hardware_replay,2.2562170999590307
0.3602728053304129,BIQAE,biqae,409,0.39711621008148096,0.3967336096950505,0.0,[204],0.03665210455785284,0.39692490988826573,0.1017343080453672,117760.0,204,1,0.3,9,hardware_replay,2.856100299861282
0.3602728053304129,BAE,bae,57,0.3612890876763868,0.35988941549183684,1.0,[],0.000316446253698921,0.3605892515841118,0.0008783517629333755,269312.0,28,0,0.3,9,hardware_replay,45.80642700009048
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36003431641678507,0.35804051219177563,0.0,[],0.0012353910261325152,0.3590374143042804,0.003429043235721095,103936.0,11,0,0.3,10,hardware_replay,2.4827761999331415
0.3602728053304129,BIQAE,biqae,203,0.3629272785384789,0.3621702010245694,0.0,[101],0.002275934451111239,0.36254873978152413,0.006317252974517289,58880.0,101,1,0.3,10,hardware_replay,1.5605066998396069
0.3602728053304129,BAE,bae,55,0.3615816075975507,0.3603573978181606,0.0,[],0.0006966973774427676,0.36096950270785566,0.0019338050697548861,268288.0,27,0,0.3,10,hardware_replay,50.32102709985338
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3623554416095637,0.3604383024371104,0.0,[],0.0011240666929241416,0.36139687202333703,0.0031200431347940326,98048.0,11,0,0.3,11,hardware_replay,2.395634800195694
0.3602728053304129,BIQAE,biqae,233,0.37346531835486113,0.37280203361567293,0.0,[116],0.01286087065485414,0.37313367598526703,0.03569758933944291,67584.0,116,1,0.3,11,hardware_replay,1.7335802000015974
0.3602728053304129,BAE,bae,45,0.3614966348501779,0.3601866743758704,1.0,[],0.0005688492826112501,0.36084165461302414,0.0015789403868258884,270080.0,22,0,0.3,11,hardware_replay,51.517969200154766
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.35964445387238153,0.3578269714539411,0.0,[],0.001537092667251605,0.3587357126631613,0.004266468755092155,103936.0,11,0,0.3,12,hardware_replay,2.5652463999576867
0.3602728053304129,BIQAE,biqae,233,0.36717510513597923,0.36651350172505337,0.0,[116],0.0065714981001034345,0.3668443034305163,0.018240338995546976,67072.0,116,1,0.3,12,hardware_replay,1.672035199822858
0.3602728053304129,BAE,bae,45,0.36164507114775574,0.3602849005284707,0.0,[],0.0006921805077003129,0.3609649858381132,0.0019212677100773712,263168.0,22,0,0.3,12,hardware_replay,52.83044799999334
0.3602728053304129,CABIQAE,cabiqae_latentt,11,0.35934306832056806,0.35740945504489985,0.0,[],0.0018965436476789388,0.35837626168273395,0.005264187636753718,51712.0,5,0,0.3,13,hardware_replay,1.2506653000600636
0.3602728053304129,BIQAE,biqae,211,0.36809996648096216,0.36736988406811116,0.0,[105],0.0074621199441237684,0.36773492527453666,0.020712415241222883,61440.0,105,1,0.3,13,hardware_replay,1.5616661999374628
0.3602728053304129,BAE,bae,55,0.3616730240028626,0.36032758640122164,0.0,[],0.0007274998716292336,0.3610003052020421,0.002019302764087425,269568.0,27,0,0.3,13,hardware_replay,47.39653140003793
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36132264124187974,0.3593783051753605,1.0,[],7.766787820723264e-05,0.3603504732086201,0.00021558074064458455,109824.0,11,0,0.3,14,hardware_replay,2.626369200181216
0.3602728053304129,BIQAE,biqae,621,0.35304486463053847,0.3527990267178563,0.0,"[36, 310]",0.007350859656215514,0.3529219456741974,0.020403592909195307,180224.0,310,2,0.3,14,hardware_replay,4.453754699788988
0.3602728053304129,BAE,bae,55,0.3616390355788362,0.36014723793826614,1.0,[],0.0006203314281382766,0.36089313675855117,0.001721838059826245,263936.0,27,0,0.3,14,hardware_replay,58.118655199883506
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3607099791143721,0.35879896778645226,1.0,[],0.0005183318800007219,0.35975447345041217,0.001438720526034015,100608.0,11,0,0.3,15,hardware_replay,2.4764037001878023
0.3602728053304129,BIQAE,biqae,201,0.36924664675716373,0.36848030350814803,0.0,[100],0.00859066980224299,0.3688634751326559,0.023844902182845375,58880.0,100,1,0.3,15,hardware_replay,1.4609471000730991
0.3602728053304129,BAE,bae,45,0.36126109613443497,0.35982624088378296,1.0,[],0.000270863178696068,0.36054366850910896,0.0007518279889253765,265728.0,22,0,0.3,15,hardware_replay,48.34425209998153
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.3623037229349299,0.3603935325996172,0.0,[],0.0010758224368606628,0.36134862776727356,0.0029861327886627634,105728.0,16,0,0.3,16,hardware_replay,2.524528899928555
0.3602728053304129,BIQAE,biqae,221,0.36701900905818907,0.366322058606274,0.0,[110],0.006397728501818634,0.3666705338322315,0.01775801117142649,64000.0,110,1,0.3,16,hardware_replay,1.5916764999274164
0.3602728053304129,BAE,bae,55,0.36125492435292933,0.35987767360960493,1.0,[],0.0002934936508542374,0.36056629898126713,0.0008146428109806092,268288.0,27,0,0.3,16,hardware_replay,53.47660609986633
0.3602728053304129,CABIQAE,cabiqae_latentt,31,0.36266654614711646,0.3606795333022555,0.0,[],0.0014002343942731144,0.361673039724686,0.0038865947514104856,115456.0,15,0,0.3,17,hardware_replay,2.7696930998936296
0.3602728053304129,BIQAE,biqae,201,0.3691911165309509,0.36842456206785057,0.0,[100],0.00853503396898786,0.36880783929940075,0.023690475225184485,58880.0,100,1,0.3,17,hardware_replay,1.4845970999449492
0.3602728053304129,BAE,bae,55,0.3615550457705789,0.36008161765913577,1.0,[],0.0005455263844444391,0.36081833171485733,0.0015142036156299023,262656.0,27,0,0.3,17,hardware_replay,57.07589520001784
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.35991876595828415,0.35793190164929856,0.0,[],0.0013474715266215687,0.3589253338037913,0.003740142210805441,92160.0,11,0,0.3,18,hardware_replay,2.1485321999061853
0.3602728053304129,BIQAE,biqae,209,0.359428445620547,0.35869438813634197,0.0,[104],0.001211388451968387,0.3590614168784445,0.0033624199052642904,60416.0,104,1,0.3,18,hardware_replay,1.5020324001088738
0.3602728053304129,BAE,bae,55,0.3612465252825941,0.3598473709944297,1.0,[],0.00027414280809900937,0.3605469481385119,0.0007609311722753759,263424.0,27,0,0.3,18,hardware_replay,59.14760179980658
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36075964812314365,0.3588279394415823,1.0,[],0.0004790115480499124,0.359793793782363,0.0013295800875411676,112640.0,11,0,0.3,19,hardware_replay,2.660066599957645
0.3602728053304129,BIQAE,biqae,453,0.4036660300472859,0.40331953913032914,0.0,[226],0.04321997925839466,0.40349278458880755,0.11996458966353792,129536.0,226,1,0.3,19,hardware_replay,3.138058800017461
0.3602728053304129,BAE,bae,55,0.3620855723337497,0.3606094494594867,0.0,[],0.001074705566205314,0.3613475108966182,0.0029830327193851934,268288.0,27,0,0.3,19,hardware_replay,59.48385540000163
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36110037428314545,0.35910543001068435,1.0,[],0.00016990318349802136,0.36010290214691487,0.00047159591560678576,98048.0,11,0,0.3,20,hardware_replay,2.3139569000341
0.3602728053304129,BIQAE,biqae,233,0.3672551396360841,0.3665935532574563,0.0,[116],0.006651541116357296,0.3669243464467702,0.01846251234604578,67072.0,116,1,0.3,20,hardware_replay,1.7227469000499696
0.3602728053304129,BAE,bae,55,0.36079872951413233,0.359557534289529,1.0,[],9.467342858221484e-05,0.3601781319018307,0.0002627826113474984,268800.0,27,0,0.3,20,hardware_replay,63.747605800163
0.3602728053304129,CABIQAE,cabiqae_latentt,21,0.36211609989403176,0.3601404348524208,1.0,[],0.000855462042813393,0.3611282673732263,0.0023744840858272187,83968.0,10,0,0.3,21,hardware_replay,2.2267813000362366
0.3602728053304129,BIQAE,biqae,243,0.38508747833270446,0.3844476594902324,0.0,[121],0.024494763581055568,0.38476756891146846,0.06798948801753428,70656.0,121,1,0.3,21,hardware_replay,1.8539579999633133
0.3602728053304129,BAE,bae,55,0.36149189118437725,0.3600925812839029,1.0,[],0.0005194309037271916,0.3607922362341401,0.001441771058048114,270592.0,27,0,0.3,21,hardware_replay,63.23413780005649
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3607004379706873,0.35878499548921783,1.0,[],0.0005300886004603322,0.35974271672995256,0.0014713533539512595,84992.0,11,0,0.3,22,hardware_replay,2.0465651000849903
0.3602728053304129,BIQAE,biqae,231,0.36597295683879344,0.3653060561414772,0.0,[115],0.005366701159722431,0.3656395064901353,0.014896214980202377,66560.0,115,1,0.3,22,hardware_replay,1.743309099925682
0.3602728053304129,BAE,bae,55,0.36127761747323384,0.3600472989408783,1.0,[],0.00038965287664316506,0.36066245820705606,0.0010815495115869408,274688.0,27,0,0.3,22,hardware_replay,60.726325100054964
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.36222977404267376,0.3602668235450338,1.0,[],0.0009754934634408907,0.3612482987938538,0.002707652226335117,142848.0,16,0,0.3,23,hardware_replay,3.3306774999946356
0.3602728053304129,BIQAE,biqae,221,0.3667522247537608,0.3660548081103794,0.0,[110],0.006130711101657194,0.3664035164320701,0.017016857811498164,64000.0,110,1,0.3,23,hardware_replay,1.5983877999242395
0.3602728053304129,BAE,bae,55,0.36167281961758024,0.3602970277960511,0.0,[],0.0007121183764027816,0.3609849237068157,0.00197660874167198,264704.0,27,0,0.3,23,hardware_replay,65.81420070002787
0.3602728053304129,CABIQAE,cabiqae_latentt,21,0.3621478450315702,0.3602527659287033,1.0,[],0.00092750014972387,0.36120030548013676,0.0025744384144488573,105472.0,10,0,0.3,24,hardware_replay,2.5463386001065373
0.3602728053304129,BIQAE,biqae,213,0.3692211460026263,0.36849749605365256,0.0,[106],0.00858651569772656,0.36885932102813945,0.023833371741316157,61952.0,106,1,0.3,24,hardware_replay,1.6306517999619246
0.3602728053304129,BAE,bae,55,0.3614034552889341,0.3598928797939906,1.0,[],0.0003753622110494459,0.36064816754146234,0.001041883277049441,266496.0,27,0,0.3,24,hardware_replay,70.49636150011793
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.361082614210652,0.3591493967335978,1.0,[],0.00015679985828798149,0.3601160054721249,0.0004352253513672158,103936.0,11,0,0.3,25,hardware_replay,2.5253292999695987
0.3602728053304129,BIQAE,biqae,563,0.3438422174694003,0.3435723315004709,0.0,[281],0.016565530845477294,0.3437072744849356,0.045980519762752387,161280.0,281,1,0.3,25,hardware_replay,3.9717071000486612
0.3602728053304129,BAE,bae,55,0.3613433021057326,0.35990564704988004,1.0,[],0.00035166924739343797,0.36062447457780633,0.0009761193245516145,263168.0,27,0,0.3,25,hardware_replay,71.99320870009251
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36123461777822174,0.3593574373912174,1.0,[],2.3222254306676238e-05,0.36029602758471957,6.445741661066723e-05,74496.0,11,0,0.3,26,hardware_replay,1.8123221001587808
0.3602728053304129,BIQAE,biqae,85,0.35564267066612093,0.3538419494091829,0.0,[42],0.005530495292761006,0.3547423100376519,0.01535085416088757,24320.0,42,1,0.3,26,hardware_replay,0.5800882000476122
0.3602728053304129,BAE,bae,57,0.3626797599964834,0.3613701686265025,0.0,[],0.0017521589810800542,0.36202496431149295,0.004863422815033503,266496.0,28,0,0.3,26,hardware_replay,65.71367440000176
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3612621062259958,0.3592936474012556,1.0,[],5.071483212770733e-06,0.36027787681362566,1.4076786084699292e-05,115456.0,11,0,0.3,27,hardware_replay,2.6831191999372095
0.3602728053304129,BIQAE,biqae,187,0.359643568388364,0.35882273825864525,0.0,[93],0.0010396520069083093,0.3592331533235046,0.0028857354524853053,54272.0,93,1,0.3,27,hardware_replay,1.3509575000498444
0.3602728053304129,BAE,bae,55,0.36147525239946277,0.3600924629464861,1.0,[],0.0005110523425615465,0.36078385767297444,0.0014185149003762604,263168.0,27,0,0.3,27,hardware_replay,75.96200899989344
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3617803628758371,0.35983825499152533,1.0,[],0.0005365036032683457,0.36080930893368124,0.0014891593129720358,108544.0,11,0,0.3,28,hardware_replay,2.698047999991104
0.3602728053304129,BIQAE,biqae,361,0.3880555788998978,0.38762412313126177,0.0,[180],0.02756704568516688,0.3878398510155798,0.07651714277985713,104960.0,180,1,0.3,28,hardware_replay,2.5933165999595076
0.3602728053304129,BAE,bae,55,0.361045293123855,0.3596486416578166,1.0,[],7.416206042293316e-05,0.3603469673908358,0.00020584973199661228,266240.0,27,0,0.3,28,hardware_replay,69.69242290011607
0.3602728053304129,CABIQAE,cabiqae_latentt,21,0.36212276972392654,0.36016194902095333,1.0,[],0.0008695540420270431,0.36114235937243994,0.002413598887180949,110848.0,10,0,0.3,29,hardware_replay,2.5866879001259804
0.3602728053304129,BIQAE,biqae,201,0.36157846940549926,0.3608145757462283,0.0,[100],0.0009237172454508724,0.36119652257586377,0.0025639383039297516,58368.0,100,1,0.3,29,hardware_replay,1.4463309000711888
0.3602728053304129,BAE,bae,55,0.3608958596995278,0.3595199707572782,1.0,[],6.489010200988465e-05,0.360207915228403,0.00018011379446298406,267264.0,27,0,0.3,29,hardware_replay,70.89763560006395
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36108374308951185,0.3591379297438466,1.0,[],0.00016196891373365663,0.36011083641667924,0.000449572966200188,106752.0,11,0,0.3,30,hardware_replay,2.4967804001644254
0.3602728053304129,BIQAE,biqae,235,0.36833971961685,0.36768338356081043,0.0,[117],0.007738746258417362,0.36801155158883025,0.0214802398180457,67584.0,117,1,0.3,30,hardware_replay,1.690372799988836
0.3602728053304129,BAE,bae,45,0.3615401449513443,0.3599617657234135,1.0,[],0.00047815000696599386,0.3607509553373789,0.001327188730016615,268800.0,22,0,0.3,30,hardware_replay,72.15455810003914
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36310328690219906,0.36113198403626395,0.0,[],0.0018448301388185873,0.3621176354692315,0.005120647774473733,91904.0,11,0,0.3,31,hardware_replay,2.2607364000286907
0.3602728053304129,BIQAE,biqae,211,0.3679901621729891,0.3672604779933631,0.0,[105],0.007352514752763162,0.36762532008317605,0.020408186918299407,61440.0,105,1,0.3,31,hardware_replay,1.5442977000493556
0.3602728053304129,BAE,bae,55,0.3608747815201056,0.35956767639792636,1.0,[],5.157637139691085e-05,0.360221228959016,0.00014315921333448746,266496.0,27,0,0.3,31,hardware_replay,78.96263339999132
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3608800828909446,0.3589528090371358,1.0,[],0.00035635936637273824,0.35991644596404015,0.0009891375676993285,109824.0,11,0,0.3,32,hardware_replay,2.575583799974993
0.3602728053304129,BIQAE,biqae,405,0.4037921218217196,0.40340491387998967,0.0,[202],0.04332571252044176,0.40359851785085465,0.12025807077141708,117248.0,202,1,0.3,32,hardware_replay,2.885438200086355
0.3602728053304129,BAE,bae,55,0.36138537207836635,0.36004348946131776,1.0,[],0.00044162543942916077,0.36071443076984205,0.0012258084232145633,267776.0,27,0,0.3,32,hardware_replay,81.9652805000078
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3605274860778426,0.3586224900299604,1.0,[],0.0006978172765114143,0.3595749880539015,0.0019369135449216965,103936.0,11,0,0.3,33,hardware_replay,2.435734399827197
0.3602728053304129,BIQAE,biqae,201,0.36159443405913716,0.36083073209831357,0.0,[100],0.000939777748312498,0.3612125830787254,0.0026085170304503288,58368.0,100,1,0.3,33,hardware_replay,1.456710800062865
0.3602728053304129,BAE,bae,55,0.3614776062112899,0.36009992190634865,1.0,[],0.0005159587284063738,0.36078876405881927,0.001432133429924522,267776.0,27,0,0.3,33,hardware_replay,78.65718450001441
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.3629445508953488,0.3612007717464708,0.0,[],0.0017998559904969236,0.3620726613209098,0.0049958141826615034,80128.0,16,0,0.3,34,hardware_replay,1.8433348000980914
0.3602728053304129,BIQAE,biqae,203,0.3629831595554799,0.362226264458013,0.0,[101],0.0023319066763335394,0.36260471200674643,0.0064726136467472325,58880.0,101,1,0.3,34,hardware_replay,1.478385099908337
0.3602728053304129,BAE,bae,45,0.3613755189625889,0.3600879835783568,1.0,[],0.0004589459400599627,0.36073175127047286,0.0012738844932774064,262656.0,22,0,0.3,34,hardware_replay,87.70837810006924
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36113165909151884,0.35915936762306633,1.0,[],0.0001272919731202804,0.3601455133572926,0.00035332107013611136,108800.0,11,0,0.3,35,hardware_replay,2.541387400124222
0.3602728053304129,BIQAE,biqae,227,0.3703881185098941,0.36970790776640267,0.0,[113],0.009775207807735498,0.3700480131381484,0.027132793991404575,65536.0,113,1,0.3,35,hardware_replay,1.628394299885258
0.3602728053304129,BAE,bae,55,0.36098899798022877,0.35974039068848485,1.0,[],9.188900394391242e-05,0.3603646943343568,0.0002550539551816555,264704.0,27,0,0.3,35,hardware_replay,85.49918960011564
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.3617379194413619,0.35988345040023695,1.0,[],0.0005378795903865363,0.36081068492079943,0.001492978605180141,97280.0,16,0,0.3,36,hardware_replay,2.246379300020635
0.3602728053304129,BIQAE,biqae,269,0.38465802021272427,0.3840794708935543,0.0,[134],0.024095940222726375,0.38436874555313927,0.06688248423476632,77312.0,134,1,0.3,36,hardware_replay,1.8852451001293957
0.3602728053304129,BAE,bae,55,0.36126510560705033,0.3598962239386064,1.0,[],0.00030785944241545904,0.36058066477282835,0.000854517570742303,270080.0,27,0,0.3,36,hardware_replay,87.73562070005573
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3609332327659098,0.35901014389589025,1.0,[],0.00030111699951290705,0.3599716883309,0.0008358027446361017,97536.0,11,0,0.3,37,hardware_replay,2.2808912000618875
0.3602728053304129,BIQAE,biqae,215,0.3632162364306056,0.36250098382804835,0.0,[107],0.002585804798914071,0.36285861012932696,0.007177352163848674,61952.0,107,1,0.3,37,hardware_replay,1.5320594999939203
0.3602728053304129,BAE,bae,55,0.3609629606249334,0.35956363453063445,1.0,[],9.50775262897885e-06,0.3602632975777839,2.639042550064003e-05,263424.0,27,0,0.3,37,hardware_replay,87.14348930004053
0.3602728053304129,CABIQAE,cabiqae_latentt,21,0.3614411467661793,0.3595021447846369,1.0,[],0.00019884044499518527,0.3604716457754081,0.0005519163313279364,114944.0,10,0,0.3,38,hardware_replay,2.7021524000447243
0.3602728053304129,BIQAE,biqae,219,0.36571772174274225,0.36501500127416187,0.0,[109],0.005093556178039138,0.36536636150845203,0.014138053449157072,63488.0,109,1,0.3,38,hardware_replay,1.582755699986592
0.3602728053304129,BAE,bae,55,0.36173891082390713,0.36047672485374654,0.0,[],0.0008350125084139459,0.36110781783882684,0.0023177228368600855,266496.0,27,0,0.3,38,hardware_replay,90.22522379993461
0.3602728053304129,CABIQAE,cabiqae_latentt,21,0.35631191129559053,0.35478034314573376,0.0,[],0.004726678109750748,0.35554612722066214,0.013119719389910165,24832.0,10,0,0.3,39,hardware_replay,0.5906925001181662
0.3602728053304129,BIQAE,biqae,213,0.36906262886437063,0.3683386478654692,0.0,[106],0.00842783303450706,0.36870063836491995,0.023392920336514817,61952.0,106,1,0.3,39,hardware_replay,1.58694940013811
0.3602728053304129,BAE,bae,55,0.36136711100992663,0.3600910556430765,1.0,[],0.00045627799608866093,0.36072908332650155,0.001266479149516156,268544.0,27,0,0.3,39,hardware_replay,89.58974079997279
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36173071750228863,0.3597769769536448,1.0,[],0.0004810418975538244,0.3607538472279667,0.001335215676666608,68608.0,11,0,0.3,40,hardware_replay,1.603781099896878
0.3602728053304129,BIQAE,biqae,639,0.3523904573692211,0.35215141708341313,0.0,"[36, 319]",0.00800186810409581,0.3522709372263171,0.022210580387151756,185088.0,319,2,0.3,40,hardware_replay,4.497281800024211
