a_true,abs_error,algorithm,algorithm_key,amplification_factor,estimate,grover_power,normalized_abs_error,objective_ry_offset,query_budget,repetition,run_kind,step_index
0.3602728053304129,0.002546539559446559,CABIQAE,cabiqae_latentt,1,0.36281934488985945,0,0.007068364644150924,0.3,256.0,0,hardware_replay,0
0.3602728053304129,0.008835801239652552,CABIQAE,cabiqae_latentt,3,0.36910860657006545,1,0.024525307236412348,0.3,1024.0,0,hardware_replay,1
0.3602728053304129,0.0061738324758185414,CABIQAE,cabiqae_latentt,11,0.36644663780623143,5,0.017136548705518877,0.3,3840.0,0,hardware_replay,2
0.3602728053304129,0.0013991802966717426,CABIQAE,cabiqae_latentt,23,0.36167198562708464,11,0.0038836689196913663,0.3,9728.0,0,hardware_replay,3
0.3602728053304129,0.00046418650065921385,CABIQAE,cabiqae_latentt,23,0.3607369918310721,11,0.0012884305831340774,0.3,15616.0,0,hardware_replay,4
0.3602728053304129,0.00013777661391667362,CABIQAE,cabiqae_latentt,23,0.36041058194432957,11,0.0003824230191071905,0.3,21504.0,0,hardware_replay,5
0.3602728053304129,0.00010877119469226981,CABIQAE,cabiqae_latentt,23,0.3601640341357206,11,0.0003019134197279024,0.3,27392.0,0,hardware_replay,6
0.3602728053304129,0.00023560264011873722,CABIQAE,cabiqae_latentt,23,0.36003720269029416,11,0.0006539562149373491,0.3,33280.0,0,hardware_replay,7
0.3602728053304129,0.0002938192080781943,CABIQAE,cabiqae_latentt,23,0.3599789861223347,11,0.0008155464518303767,0.3,39168.0,0,hardware_replay,8
0.3602728053304129,0.0003848837051307896,CABIQAE,cabiqae_latentt,23,0.3598879216252821,11,0.0010683118443475233,0.3,45056.0,0,hardware_replay,9
0.3602728053304129,0.00041536585938234394,CABIQAE,cabiqae_latentt,23,0.35985743947103055,11,0.001152920379325895,0.3,50944.0,0,hardware_replay,10
0.3602728053304129,0.00047631119908547737,CABIQAE,cabiqae_latentt,23,0.3597964941313274,11,0.0013220847980702944,0.3,56832.0,0,hardware_replay,11
0.3602728053304129,0.045658434830885664,CABIQAE,cabiqae_latentt,1,0.40593124016129856,0,0.12673294835287793,0.3,256.0,1,hardware_replay,0
0.3602728053304129,0.002483618975803348,CABIQAE,cabiqae_latentt,3,0.35778918635460955,1,0.006893717591383492,0.3,1024.0,1,hardware_replay,1
0.3602728053304129,0.0013037193350656784,CABIQAE,cabiqae_latentt,11,0.3589690859953472,5,0.0036187003730964737,0.3,3840.0,1,hardware_replay,2
0.3602728053304129,0.0007412821834443251,CABIQAE,cabiqae_latentt,23,0.35953152314696857,11,0.002057557974059356,0.3,9728.0,1,hardware_replay,3
0.3602728053304129,0.0012915555986794947,CABIQAE,cabiqae_latentt,23,0.3589812497317334,11,0.0035849378014945785,0.3,15616.0,1,hardware_replay,4
0.3602728053304129,0.0012557397045289687,CABIQAE,cabiqae_latentt,23,0.3590170656258839,11,0.0034855245412634085,0.3,21504.0,1,hardware_replay,5
0.3602728053304129,0.001044152210857463,CABIQAE,cabiqae_latentt,23,0.35922865311955543,11,0.002898226553347127,0.3,27392.0,1,hardware_replay,6
0.3602728053304129,0.0008459404015939698,CABIQAE,cabiqae_latentt,23,0.3594268649288189,11,0.002348055110121737,0.3,33280.0,1,hardware_replay,7
0.3602728053304129,0.000804024877764431,CABIQAE,cabiqae_latentt,23,0.35946878045264846,11,0.0022317112639879794,0.3,39168.0,1,hardware_replay,8
0.3602728053304129,0.0007623700667711009,CABIQAE,cabiqae_latentt,23,0.3595104352636418,11,0.0021160910717974318,0.3,45056.0,1,hardware_replay,9
0.3602728053304129,0.000601647854545917,CABIQAE,cabiqae_latentt,23,0.359671157475867,11,0.0016699785430491611,0.3,50944.0,1,hardware_replay,10
0.3602728053304129,0.0005451557060215939,CABIQAE,cabiqae_latentt,23,0.3597276496243913,11,0.0015131747330238304,0.3,56832.0,1,hardware_replay,11
0.3602728053304129,0.0005830385648948888,CABIQAE,cabiqae_latentt,23,0.359689766765518,11,0.0016183252143057907,0.3,62720.0,1,hardware_replay,12
0.3602728053304129,0.005293702211538243,CABIQAE,cabiqae_latentt,1,0.35497910311887465,0,0.014693593669062225,0.3,256.0,2,hardware_replay,0
0.3602728053304129,0.004247110123907161,CABIQAE,cabiqae_latentt,3,0.36451991545432005,1,0.011788594812234182,0.3,1024.0,2,hardware_replay,1
0.3602728053304129,0.0029161705166567686,CABIQAE,cabiqae_latentt,11,0.36318897584706966,5,0.008094339826682988,0.3,3840.0,2,hardware_replay,2
0.3602728053304129,0.0006526979504598018,CABIQAE,cabiqae_latentt,23,0.3609255032808727,11,0.0018116769870021147,0.3,9728.0,2,hardware_replay,3
0.3602728053304129,0.00027509935117736584,CABIQAE,cabiqae_latentt,23,0.36054790468159026,11,0.0007635862244031078,0.3,15616.0,2,hardware_replay,4
0.3602728053304129,6.0944741760160515e-05,CABIQAE,cabiqae_latentt,23,0.36021186058865273,11,0.00016916275904940134,0.3,21504.0,2,hardware_replay,5
0.3602728053304129,0.0004827601976456486,CABIQAE,cabiqae_latentt,23,0.35979004513276724,11,0.001339985118229782,0.3,27392.0,2,hardware_replay,6
0.3602728053304129,0.00010252516014119806,CABIQAE,cabiqae_latentt,23,0.3601702801702717,11,0.00028457646157103176,0.3,33280.0,2,hardware_replay,7
0.3602728053304129,0.0001106278324614074,CABIQAE,cabiqae_latentt,23,0.3601621774979515,11,0.00030706684163948634,0.3,39168.0,2,hardware_replay,8
0.3602728053304129,0.00011529141678984223,CABIQAE,cabiqae_latentt,23,0.36015751391362305,11,0.0003200114332362842,0.3,45056.0,2,hardware_replay,9
0.3602728053304129,0.00011739071112865096,CABIQAE,cabiqae_latentt,23,0.36015541461928424,11,0.00032583839077442926,0.3,50944.0,2,hardware_replay,10
0.3602728053304129,8.075370064586362e-06,CABIQAE,cabiqae_latentt,23,0.3602647299603483,11,2.2414597896669694e-05,0.3,56832.0,2,hardware_replay,11
0.3602728053304129,0.0013764550804010178,CABIQAE,cabiqae_latentt,1,0.3588963502500119,0,0.003820591118829092,0.3,256.0,3,hardware_replay,0
0.3602728053304129,0.007352866162790683,CABIQAE,cabiqae_latentt,3,0.3529199391676222,1,0.020409162318114,0.3,1024.0,3,hardware_replay,1
0.3602728053304129,0.002546447241796146,CABIQAE,cabiqae_latentt,11,0.35772635808861675,5,0.007068108400412714,0.3,3840.0,3,hardware_replay,2
0.3602728053304129,0.0009775752565480134,CABIQAE,cabiqae_latentt,23,0.3592952300738649,11,0.0027134306061526374,0.3,9728.0,3,hardware_replay,3
0.3602728053304129,0.0007528256816054513,CABIQAE,cabiqae_latentt,23,0.35951997964880744,11,0.0020895989663028292,0.3,15616.0,3,hardware_replay,4
0.3602728053304129,3.6349956463122e-05,CABIQAE,cabiqae_latentt,23,0.360309155286876,11,0.00010089564331613867,0.3,21504.0,3,hardware_replay,5
0.3602728053304129,0.00021330725578577736,CABIQAE,cabiqae_latentt,23,0.36048611258619867,11,0.0005920714875777241,0.3,27392.0,3,hardware_replay,6
0.3602728053304129,0.00039261397986994906,CABIQAE,cabiqae_latentt,23,0.36066541931028284,11,0.0010897685699865008,0.3,33280.0,3,hardware_replay,7
0.3602728053304129,0.0004391971979892939,CABIQAE,cabiqae_latentt,23,0.3607120025284022,11,0.0012190684156315878,0.3,39168.0,3,hardware_replay,8
0.3602728053304129,0.0005161119613407705,CABIQAE,cabiqae_latentt,23,0.36078891729175366,11,0.0014325587546565848,0.3,45056.0,3,hardware_replay,9
0.3602728053304129,0.0007596760971245176,CABIQAE,cabiqae_latentt,23,0.3610324814275374,11,0.0021086134892357596,0.3,50944.0,3,hardware_replay,10
0.3602728053304129,0.005293702211538243,CABIQAE,cabiqae_latentt,1,0.35497910311887465,0,0.014693593669062225,0.3,256.0,4,hardware_replay,0
0.3602728053304129,0.00798984746898218,CABIQAE,cabiqae_latentt,3,0.3682626527993951,1,0.022177215018087594,0.3,1024.0,4,hardware_replay,1
